name,url,category,sub_category,price,price_per_unit,price_unit,quantity,weight_per_unit,weight_unit,energy_kj,energy_kcal,fat (g),of which saturates (g),carbohydrate (g),of which sugars (g),fibre (g),protein (g),salt (g),fatlow (g),of which saturateslow (g),of which sugarsmedium (g),saltlow (g),of which sugarshigh (g),saltmedium (g),of which sugarslow (g),salthigh (g),of which mono-unsaturates (g),fathigh (g),of which saturatesmedium (g),fatmedium (g),of which saturateshigh (g),sodium (g),energy value in kj (g),energy value in kcal (g),vitamin b1 (thiamin) (g),vitamin b2 (riboflavin) (g),niacin (g),vitamin b6 (g),folic acid / folate (g),iron (g),magnesium (g),of which polyvalents alcohols (g),phosphorus (g),mangan (g),vitamin b12 (g),vitamin d (g),pantothenic acid (g),calcium (g),folic acid (g),vitamin e (g),vitamin k (g),vitamin c (g),biotin (g),omega-3 fatty acids (g),potassium (g),zinc (g),alpha linolenic acid (omega-3 fatty acids) (g),water (g),omega-6 fatty acids (g),iodine (g),fluoride (g),of which starch (g),vitamin a (g),cholesterin (g),selen (g),caffeine (g),copper (g),silicon (g),bicarbonate (or hydrogen carbonate) (g),nitrate (g),sulfate (g),chloride (g),sulphate 4+ (g),minerals (g),vegetable sterine (g),chrome (g),molybdenum (g),lactose (g)
,https://www.migros.ch/en/product/251455109000,snacks-sweets,snacks-crisps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DELIZIE PEPERONC. FORMAG.,https://www.migros.ch/en/product/156098400000,snacks-sweets,snacks-crisps,4.8,2.82,100g,1,170,g,,,,,1.5,,,3.5,,,,,,,,1.5,3.5,,,,15,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lime Pepper Cashews,https://www.migros.ch/en/product/268800202500,snacks-sweets,snacks-crisps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-SELEC ARTISCH. STIEL,https://www.migros.ch/en/product/156098300000,snacks-sweets,snacks-crisps,3.95,0.02,100ml,1,240,g,968,235,,,3.5,,3.2,1.9,,,,,,,,0.8,1.7,,23,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cashew Provencale,https://www.migros.ch/en/product/268801102300,snacks-sweets,snacks-crisps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chovi Allioli,https://www.migros.ch/en/product/131188800000,snacks-sweets,snacks-crisps,3.5,1.94,100g,1,180,g,3081,749,,,1.5,,0.5,1.2,,,,,,,1.3,0,,,82,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Da Emilio · tomatoes, dried · Mediterranean herbs",https://www.migros.ch/en/product/156071300000,snacks-sweets,snacks-crisps,3.3,2.64,100g,1,125,g,520,125,,,14,,7,3.5,,,0.4,8,,,,,2.6,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sélection · Almonds · piment d'Espelette,https://www.migros.ch/en/product/101416900000,snacks-sweets,snacks-crisps,4.95,3.54,100g,1,140,g,2516,608,,,6.8,,11,25,,,,5.7,,,1.1,,,,51,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · Nut mixture · with Swiss Alpine herbs,https://www.migros.ch/en/product/101404600000,snacks-sweets,snacks-crisps,5.6,3.29,100g,1,170,g,2489,602,,,11,,9.8,22,,,,,,,,4.9,1.6,,50,,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alnavit · Mini Grissini · Rosemary &sea salt, organic",https://www.migros.ch/en/product/110238000000,snacks-sweets,snacks-crisps,3.6,3.6,100g,1,100,g,,,,,75,,3.8,2.3,,,1.4,,,,,1.6,2.4,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You · Chips hummus · paprika,https://www.migros.ch/en/product/101921300000,snacks-sweets,snacks-crisps,3.35,3.35,100g,1,100,g,1787,427,,,51,,4.6,8.4,,,,,,,1.3,4.8,,,20,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party · Crunch corn · salted,https://www.migros.ch/en/product/101413900000,snacks-sweets,snacks-crisps,2.55,1.7,100g,1,150,g,1854,442,,,63,,9.2,6.9,,,,,,,,0.5,3.5,,,1.8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Emilio · grissini,https://www.migros.ch/en/product/110241500000,snacks-sweets,snacks-crisps,4.95,2.48,100g,1,200,g,1856,441,,,72,,2.3,10,,,,,,,,1.1,2.4,,,1.8,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweifel Vaya · Crisps snacks · Salted peas,https://www.migros.ch/en/product/101959300000,snacks-sweets,snacks-crisps,3.95,4.94,100g,1,80,g,1779,424,,,57,,6.6,16.7,,,1.1,,,,,1.3,1.7,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · Almonds · Thyme-Rosemary,https://www.migros.ch/en/product/101407400000,snacks-sweets,snacks-crisps,4.75,2.79,100g,1,170,g,2531,612,,,10,,10,21,,,,5.4,,,,,1.9,,52,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · Greek Olives · Amphisis,https://www.migros.ch/en/product/156022500000,snacks-sweets,snacks-crisps,3.2,2.13,100g,1,150,g,457,111,,,0.5,,3.5,1.3,,,,,,,,0.5,4,,,1.8,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Emilio · Spread · Olives,https://www.migros.ch/en/product/156054400000,snacks-sweets,snacks-crisps,2.95,2.27,100g,1,130,g,1247,303,,,0.8,,2.4,1.8,,,,,,,,0,2.4,,32,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic · Corn snack with paprika taste,https://www.migros.ch/en/product/101923200000,snacks-sweets,snacks-crisps,1.95,1.95,100g,1,100,g,2153,515,,,56,,2.8,7.4,,,,,,,,2.9,1.9,,29,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto · Crocchini · Al Rosmarino,https://www.migros.ch/en/product/110241300000,snacks-sweets,snacks-crisps,2.8,1.12,100g,1,250,g,,,,,68,,4.9,12,,,,,,,,2.5,2.7,,,3.9,9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · pistachios · salted,https://www.migros.ch/en/product/101419300000,snacks-sweets,snacks-crisps,6.1,2.77,100g,1,220,g,2445,590,46,5.6,18,7.7,10,21,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dona · Bakin Ajvar · Mild,https://www.migros.ch/en/product/158544700000,snacks-sweets,snacks-crisps,4.95,1.65,100g,1,300,g,682,163,,,6.5,,,2.6,,,,,,,0.75,0.9,,,,2,13.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party · Nut mixture · roasted and salted,https://www.migros.ch/en/product/101406500000,snacks-sweets,snacks-crisps,3.65,1.83,100g,1,200,g,2556,617,,,13,,9.2,22,,,,,,,1.2,3.3,,,51,,,6.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · olive tapenade,https://www.migros.ch/en/product/156054700000,snacks-sweets,snacks-crisps,3.95,3.95,100g,1,100,g,887,216,,,1,,4.9,1,,,,,,,1,0.5,,,22,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Budget · Flûtes · with sea salt,https://www.migros.ch/en/product/110211000000,snacks-sweets,snacks-crisps,1.45,0.97,100g,1,150,g,2030,485,,,60,,3.5,9.9,,,,,,,,1.5,2,,22,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/156070300000,snacks-sweets,snacks-crisps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Emilio · grissini · al rosmarino,https://www.migros.ch/en/product/110241600000,snacks-sweets,snacks-crisps,4.95,2.48,100g,1,200,g,1886,448,,,73,,3.9,10,,,,,,,,1.4,2.3,,,2.1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweifel · cashews · provençal,https://www.migros.ch/en/product/101407600000,snacks-sweets,snacks-crisps,4.95,4.3,100g,1,115,g,2410,579,,,31,,3,20,,,,7,,,1.45,,,,41,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Sun Queen Apéro · pistachios · peeled, roasted and salted",https://www.migros.ch/en/product/101403200000,snacks-sweets,snacks-crisps,6.1,3.59,100g,1,170,g,2529,611,51,5.8,9.6,6.3,11,23,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Takis · Chips · chili & cheese,https://www.migros.ch/en/product/101925700000,snacks-sweets,snacks-crisps,3.5,3.5,100g,1,100,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sélection · Nut mixture · with Wasatch,https://www.migros.ch/en/product/101416400000,snacks-sweets,snacks-crisps,4.75,3.65,100g,1,130,g,2384,575,45,5.5,20,6.5,7,19,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweifel · cashews · bell pepper,https://www.migros.ch/en/product/101407500000,snacks-sweets,snacks-crisps,4.95,4.3,100g,1,115,g,2430,584,,,31,,3.5,21,,,,7,,,1.53,,,,41,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party · beans · pizza,https://www.migros.ch/en/product/101417900000,snacks-sweets,snacks-crisps,4.2,2.8,100g,1,150,g,1743,416,,,40,,10,23,,,,,,,,4.8,3.1,,,1.8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Emilio · Spread · Olives and dried tomatoes,https://www.migros.ch/en/product/156070800000,snacks-sweets,snacks-crisps,3.2,1.68,100g,1,190,g,903,219,,,3.6,,3,0.5,,,,,,,0.95,3.6,,,22,,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pringles · Chips · Sour Cream &Onion,https://www.migros.ch/en/product/101990200000,snacks-sweets,snacks-crisps,3.3,1.78,100g,1,185,g,,,,,56,,3.5,6.3,,,,,,,1.2,2.1,,,29,2.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party · beans · chili & lime,https://www.migros.ch/en/product/101417800000,snacks-sweets,snacks-crisps,4.2,2.8,100g,1,150,g,1760,420,,,41,,10,23,,,,5.4,,,,,2,,,1.8,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sun Queen Sweet & Salty · mix,https://www.migros.ch/en/product/101417300000,snacks-sweets,snacks-crisps,4.7,2.94,100g,1,160,g,2141,514,32,5.7,42,22,9.1,10,1.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweifel Vaya · Snack · Protein Paprika,https://www.migros.ch/en/product/101959400000,snacks-sweets,snacks-crisps,3.95,4.94,100g,1,80,g,1783,424,,,54,,7.6,21,,,1.1,7.2,,,,,1.8,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party · Apéro Sticks · Randen and chia seeds,https://www.migros.ch/en/product/110230500000,snacks-sweets,snacks-crisps,3.1,2.58,100g,1,120,g,1788,425,,,65,,4.4,12,,,1.2,7.1,,,,,2.8,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic · popcorn · With chocolada,https://www.migros.ch/en/product/101308000000,snacks-sweets,snacks-crisps,1.4,1.17,100g,1,120,g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Emilio · caponata,https://www.migros.ch/en/product/156071100000,snacks-sweets,snacks-crisps,5.3,2,100g,1,265,g,659,160,,,6,,3,0.9,,,,6,,,1.1,,,,,2.5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic · Popcorn Corn,https://www.migros.ch/en/product/101914400000,snacks-sweets,snacks-crisps,1.7,0.34,100g,1,500,g,1421,337,,,59,,13,9.3,,,0.5,,0,,,0.6,,,,,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura · Mousse de sésame Tahin,https://www.migros.ch/en/product/152192100000,snacks-sweets,snacks-crisps,4.5,1.8,100g,1,250,g,,,,,4.7,,12,21,,,,,0.01,,,0.5,,,55,,,8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura Paprika Walnuss Aufstrich,https://www.migros.ch/en/product/154391600000,snacks-sweets,snacks-crisps,2.9,2.15,100g,1,135,g,,,,,9.7,,3.2,3.6,,,1.5,6.5,,,1.2,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aus der Region Tartinade Poivros Oi,https://www.migros.ch/en/product/154300200000,snacks-sweets,snacks-crisps,5.9,4.54,100g,1,130,g,334,81,,,,,,1.2,,,0.4,6.7,0.1,,,,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aus der Region Tartinade Aubergine,https://www.migros.ch/en/product/154300100000,snacks-sweets,snacks-crisps,5.9,4.54,100g,1,130,g,,,,,,,,1,,2,0.1,,0.2,,,3.5,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aus der Region Tartinade Courgettes,https://www.migros.ch/en/product/154300400000,snacks-sweets,snacks-crisps,5.9,4.54,100g,1,130,g,256,61,,,,,,1.9,,,0.3,,0.1,,,2.3,,,,,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aus der Region Tartinade Tomate,https://www.migros.ch/en/product/154300300000,snacks-sweets,snacks-crisps,5.9,4.54,100g,1,130,g,141,34,,,,,,1.1,,0.8,0.1,,0.1,,,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura Streichcréme Tomate,https://www.migros.ch/en/product/154300500000,snacks-sweets,snacks-crisps,2.5,1.39,100g,1,180,g,,,,,8.1,,2.9,6.1,,,,7.4,,,1.3,,,,24,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura Streichcreme Gartenkräuter,https://www.migros.ch/en/product/154394000000,snacks-sweets,snacks-crisps,2.5,1.39,100g,1,180,g,,,,,6.7,,2,7.6,,,,,,,1.3,3,,,30,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-BUD SALSA DIP MILD 315G,https://www.migros.ch/en/product/158562700000,snacks-sweets,snacks-crisps,1.45,0.46,100g,1,315,g,231,55,,,12,,1,0.9,,0.5,0.1,8,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Alnatura · Spreading cream · Linsen, Tomate, Balsamico-Essig",https://www.migros.ch/en/product/154391900000,snacks-sweets,snacks-crisps,2.9,2.07,100g,1,140,g,,,,,10,,3.5,4,,,1.3,,,,1.3,4.9,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sélection · Baru nuts · salted,https://www.migros.ch/en/product/101416700000,snacks-sweets,snacks-crisps,6.5,5,100g,1,130,g,2193,529,,,14,,13,24,,,,,,,0.83,4.5,,,39,,,6.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Emilio · peperoncini calabresi,https://www.migros.ch/en/product/156071500000,snacks-sweets,snacks-crisps,3.5,3.5,100g,1,100,g,879,214,,,0.5,,10,1.2,,,,,,,0.33,0.5,,,21,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party · Nut mixture with raisins · roasted and salted,https://www.migros.ch/en/product/101403400000,snacks-sweets,snacks-crisps,3.2,1.6,100g,1,200,g,2079,499,,,39,,6.4,15,,,,,,26,0.74,,,,30,4.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pringles · Chips · Original,https://www.migros.ch/en/product/101980000000,snacks-sweets,snacks-crisps,3.3,1.78,100g,1,185,g,,,,,55,,3.5,6.1,,,,,,,1,0.9,,,31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Da Emilio · Peperoni grigliati,https://www.migros.ch/en/product/156071600000,snacks-sweets,snacks-crisps,3.5,2.8,100g,1,125,g,259,62,,,10,,2.5,0.8,,1.5,0.1,7.3,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic · chips · bell pepper,https://www.migros.ch/en/product/101902100000,snacks-sweets,snacks-crisps,4.6,1.64,100g,1,280,g,2196,526,,,53,,3.2,5,,,,,,,1.5,4.9,,,32,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Demeter · antipasti mix,https://www.migros.ch/en/product/156070500000,snacks-sweets,snacks-crisps,4.6,3.68,100g,1,125,g,1058,256,,,6,,3.4,2.4,,,,,,,,4.9,2.2,,24,3.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · Spanish olives · hojiblanca,https://www.migros.ch/en/product/156024800000,snacks-sweets,snacks-crisps,3.2,2.13,100g,1,150,g,591,144,,,2.4,,3,0.5,,,,,,,,0,4.5,,,2.1,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farm Chips · Chips · with Swiss herbs,https://www.migros.ch/en/product/101935100000,snacks-sweets,snacks-crisps,3.3,2.2,100g,1,150,g,2206,529,,,56,,6.3,5.5,,,,5.5,,,1.3,,,,30,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura · Spreading cream · eggplant,https://www.migros.ch/en/product/154391300000,snacks-sweets,snacks-crisps,2.5,1.39,100g,1,180,g,,,,,7,,3.2,5,,,,5.2,,,1.3,,,,25,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Demeter · black olives, pitted",https://www.migros.ch/en/product/156070400000,snacks-sweets,snacks-crisps,4.25,3.27,100g,1,130,g,1053,256,,,6.6,,6.6,0,,,0.2,,,,,0.5,3,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party · Apéro spelt biscuits · Thyme & Salt,https://www.migros.ch/en/product/110230600000,snacks-sweets,snacks-crisps,3.1,2.58,100g,1,120,g,1775,421,,,66,,2.7,11,,,1.1,,,,,2.4,2.9,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,https://www.migros.ch/en/product/110295800000,snacks-sweets,snacks-crisps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic · Greek olives · Filled with garlic,https://www.migros.ch/en/product/156024600000,snacks-sweets,snacks-crisps,2.8,1.87,100g,1,150,g,507,123,,,2,,4,2,,,1.5,,,,,0.5,4.1,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura · corn rolls · mild salsa flavor,https://www.migros.ch/en/product/101917100000,snacks-sweets,snacks-crisps,2.8,2.24,100g,1,125,g,,,,,59,,4,6,,,,,,,1.3,2,,,26,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Party · Biscuits with sesame seeds,https://www.migros.ch/en/product/110215900000,snacks-sweets,snacks-crisps,2.4,1.71,100g,1,140,g,2147,514,,,48,,5,15,,,,,,,1.3,3,,,28,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura · peanuts · roasted and salted,https://www.migros.ch/en/product/101410100000,snacks-sweets,snacks-crisps,2.95,1.69,100g,1,175,g,,,,,6.1,,8.7,29,,,,,,,0.87,4.1,,,50,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Green olives · Filled with almonds,https://www.migros.ch/en/product/156024700000,snacks-sweets,snacks-crisps,2.95,1.97,100g,1,150,g,903,219,,,2,,3,4,,,,,,,,1.5,4,,21,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · Nut mixture · salted,https://www.migros.ch/en/product/101405200000,snacks-sweets,snacks-crisps,4,2,100g,1,200,g,2568,620,,,11,,8.6,25,,,,,,,0.88,4.9,,,51,,,6.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweifel · Joujoux Chips · bell pepper,https://www.migros.ch/en/product/101951800000,snacks-sweets,snacks-crisps,1.55,3.69,100g,1,42,g,,,,,51,,5,6,,,,,,,1.18,5,,,34,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic · black olives · with cores,https://www.migros.ch/en/product/156027500000,snacks-sweets,snacks-crisps,2.5,1.25,100g,1,200,g,1177,286,,,1,,4.1,1,,,,,,,,0,6.3,,30,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura · Spreading cream · Curry Mango Papaya,https://www.migros.ch/en/product/154391100000,snacks-sweets,snacks-crisps,2.5,1.39,100g,1,180,g,,,,,7.7,,3.6,5.3,,,,5.5,,,1.3,,,,33,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alnatura · Nibbling owls,https://www.migros.ch/en/product/110236300000,snacks-sweets,snacks-crisps,1.85,1.85,100g,1,100,g,,,,,66,,3.8,8.9,,,,,,,,2.5,2.8,,,,15,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweifel Vaya · Snack roots · salt & balsamico,https://www.migros.ch/en/product/101960700000,snacks-sweets,snacks-crisps,3.95,4.94,100g,1,80,g,,,,,62.9,,6.52,7.9,,,1.1,5.4,,,,,1.6,,,,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweifel Original · Chips · chicken in basket,https://www.migros.ch/en/product/101975700000,snacks-sweets,snacks-crisps,3.2,1.83,100g,1,175,g,,,,,50,,5.5,5.9,,,,,,,1.4,2.6,,,34,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aha! · Pretzel sticks · Gluten free,https://www.migros.ch/en/product/110201500000,snacks-sweets,snacks-crisps,2.5,2.5,100g,1,100,g,1609,380,,,80,,5.5,5.5,,3,0.5,,,,,3.2,4.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roberto · Grissini Torinesi,https://www.migros.ch/en/product/110241100000,snacks-sweets,snacks-crisps,2.25,0.9,100g,1,250,g,,,,,75,,3.4,12,,,,,,,,3.3,2.9,,,1.8,8.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Classic · black olives · pitted,https://www.migros.ch/en/product/156027900000,snacks-sweets,snacks-crisps,2.3,1.92,100g,1,120,g,1325,322,,,1,,3,1.5,,,,,,,,0,6.9,,34,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · Corn Puffs · salted,https://www.migros.ch/en/product/101942200000,snacks-sweets,snacks-crisps,2.85,3.35,100g,1,85,g,1588,374,,,83,,1.1,7.3,,1.2,0.2,,,,1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farm Chips · Chips · Paprika,https://www.migros.ch/en/product/101939700000,snacks-sweets,snacks-crisps,3.95,2.26,100g,1,175,g,2186,524,,,57,,6.1,5.6,,,,,,,1.4,4.5,,,29,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M-Budget · wave chips · bell pepper,https://www.migros.ch/en/product/101911700000,snacks-sweets,snacks-crisps,2.25,1.5,100g,1,150,g,2133,511,,,56,,6.2,5.6,,,,,,,1.1,3.6,,,28,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farm Chips · Chips · Natural,https://www.migros.ch/en/product/101935000000,snacks-sweets,snacks-crisps,3.3,2.2,100g,1,150,g,2141,513,30,2.2,52,0.5,5.8,5.9,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sélection · Mini artichokes · with spices,https://www.migros.ch/en/product/156052100000,snacks-sweets,snacks-crisps,4.5,3.1,100g,1,145,g,969,235,,,3.5,,3,2,,,,,,,,0.8,1.7,,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Migros Bio · Italian Olives · castelvetrano,https://www.migros.ch/en/product/156025300000,snacks-sweets,snacks-crisps,2.95,1.97,100g,1,150,g,569,138,,,0,,3.6,1.3,,,,,,,,0,4,,,2.4,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zweifel Vaya · Crisps and snacks · Peas with herbs,https://www.migros.ch/en/product/101959800000,snacks-sweets,snacks-crisps,3.95,4.94,100g,1,80,g,,,,,56,,7.3,16,,,1.1,,,,1.5,2.7,,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Farm Chips · Chips · rosemary,https://www.migros.ch/en/product/101935500000,snacks-sweets,snacks-crisps,3.3,2.2,100g,1,150,g,2205,528,30,2.4,56,4.7,6,5.6,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
